created_at,id,clean_text,favorite_count,retweet_count,original_tweet,tweet_media,hashtag_text,mention_names,in_reply_to_screen_name,in_reply_to_status_id,is_quote_status,is_diplomatic,entities_mentioned
11/16/19 13:51,1.20E+18,"LOUISIANA, VOTE @EddieRispone TODAY! He will be a great governor!",59081,15303,TRUE,,,['Eddie Rispone'],,,FALSE,0,
11/16/19 13:08,1.20E+18,Good morning Louisiana! Polls are open at 7AM. Get out and VOTE for @EddieRispone to be your next Gov! He will get your taxes and auto insurance (highest in Country!) way down. Loves our Military &amp; Vets. Will protect your 2A. Find your polling place below: ,57391,18082,TRUE,,,['Eddie Rispone'],,,FALSE,0,
11/16/19 2:39,1.20E+18,#NewHoaxSameSwamp ,91437,34314,TRUE,video,['NewHoaxSameSwamp'],,,,FALSE,0,
11/16/19 0:16,1.20E+18,THANK YOU! #MAGA #KAG ,61790,15923,TRUE,,"['MAGA', 'KAG']",,,,FALSE,0,
11/15/19 17:13,1.20E+18,....A double standard like never seen before in the history of our Country?,77556,20643,TRUE,,,,realDonaldTrump,1.20E+18,FALSE,0,
11/15/19 17:13,1.20E+18,"So they now convict Roger Stone of lying and want to jail him for many years to come. Well, what about Crooked Hillary, Comey, Strzok, Page, McCabe, Brennan, Clapper, Shifty Schiff, Ohr &amp; Nellie, Steele &amp; all of the others, including even Mueller himself? Didn’t they lie?....",154667,47335,TRUE,,,,,,FALSE,0,
11/15/19 16:34,1.20E+18,"Stock Market up big. New and Historic Record. Job, jobs, jobs!",109534,21380,TRUE,,,,,,FALSE,0,
11/15/19 16:21,1.20E+18,"We have vacancies in various departments because we do not want or need as many people as past administrations (and save great cost), and also, the Democrats delay the approval process to levels unprecedented in the history of our Country!",90005,21868,TRUE,,,,,,FALSE,0,
11/15/19 15:17,1.20E+18,"Another Record Stock Market, 21 times this year, despite an ongoing, &amp; totally unfounded, Witch Hunt, &amp; a Democrat Party that would love to see a nice, big, juicy recession. In actuality, the potential for the United States is unlimited. We will power through the Do Nothing Dems!",73268,17791,TRUE,,,,,,FALSE,0,
11/15/19 15:01,1.20E+18,"....They call it “serving at the pleasure of the President.” The U.S. now has a very strong and powerful foreign policy, much different than proceeding administrations. It is called, quite simply, America First! With all of that, however, I have done FAR more for Ukraine than O.",65934,17686,TRUE,,,,realDonaldTrump,1.20E+18,FALSE,1,['Ukraine']
11/15/19 15:01,1.20E+18,"Everywhere Marie Yovanovitch went turned bad. She started off in Somalia, how did that go? Then fast forward to Ukraine, where the new Ukrainian President spoke unfavorably about her in my second phone call with him. It is a U.S. President’s absolute right to appoint ambassadors.",123387,32576,TRUE,,,,,,FALSE,1,['Ukraine']
11/15/19 13:48,1.20E+18,"......filth pouring into the Pacific Ocean is rapidly becoming an environmental hazard, is getting NOTHING DONE. She is a Do Nothing Democrat as Speaker, and will hopefully not be in that position very long. Approve USMCA, which has been sitting on her desk for months!",59616,16081,TRUE,,,,realDonaldTrump,1.20E+18,FALSE,0,
11/15/19 13:48,1.20E+18,"The Impeachment Witch Hunt should be over with the statement made last night by the President and Foreign Minister of Ukraine. Nervous Nancy Pelosi, who should be home cleaning up the dangerous &amp; disgusting Slum she is making of her District in San Francisco, where even the......",74621,19875,TRUE,,,,,,FALSE,1,['Ukraine']
11/15/19 4:52,1.20E+18,"....Ambassador Sondland did not tell us, and certainly did not tell me, about a connection between the assistance and the investigation.” THE FAKE IMPEACHMENT INQUIRY IS NOW DEAD!",64763,17314,TRUE,,,,realDonaldTrump,1.20E+18,FALSE,0,
11/15/19 4:52,1.20E+18,"Democrats must apologize to USA: Ukrainian Foreign Minister Vadym Prystaiko said that “United States Ambassador Gordon Sondland did NOT link financial military assistance to a request for Ukraine to open up an investigation into former V.P. Joe Biden &amp; his son, Hunter Biden.....",81868,22586,TRUE,,,,,,FALSE,1,['Ukraine']
11/15/19 3:53,1.20E+18,"This Saturday, the eyes of history are looking at the people of Louisiana. If you want to defend your values, your jobs, and your freedom, then you need to REPLACE Radical Liberal John Bel Edwards with a true Louisiana Patriot: @EddieRispone! #GeauxVote ",66676,18325,TRUE,video,['GeauxVote'],['Eddie Rispone'],,,FALSE,0,
11/15/19 0:28,1.20E+18,Getting ready to land in Louisiana to do Rally with Great Republican @EddieRispone for Governor. He will get your taxes and auto insurance (highest in Country!) way down. Loves our Military &amp; Vets. Will protect your 2nd Amendment. VOTE SATURDAY!,60663,13483,TRUE,,,['Eddie Rispone'],,,FALSE,0,
11/14/19 23:34,1.20E+18,"....We send our deepest condolences to the families and friends of those tragically lost, and we pray for the speedy recovery of the wounded.",45419,8554,TRUE,,,,realDonaldTrump,1.20E+18,FALSE,0,
11/14/19 23:34,1.20E+18,"We continue to monitor the terrible events at Saugus High School in Santa Clarita, California through our ongoing communications with Local, State, and Federal Authorities....",55323,10391,TRUE,,,,,,FALSE,0,
11/14/19 15:39,1.20E+18,Where’s the Fake Whistleblower?,153644,30482,TRUE,,,,,,FALSE,0,
11/14/19 15:28,1.20E+18,"....that the House Democrats have done since she’s become Speaker, other than chase Donald Trump.” This Impeachment Hoax is such a bad precedent and sooo bad for our Country!",46286,10887,TRUE,,,,realDonaldTrump,1.20E+18,FALSE,0,
11/14/19 15:28,1.20E+18,"....anywhere, so we’ve now had 3 years of the Democrats chasing Donald Trump. Nancy Pelosi’s worried about the American voter looking for someone to blame for that eventually. Look at her own story in the House. What have they done? The average American can’t identify anything...",44456,10672,TRUE,,,,realDonaldTrump,1.20E+18,FALSE,0,
11/14/19 15:28,1.20E+18,".@DanHenninger  WSJ: Nancy Pelosi had it right the first time when she did not want to go down the Impeachment path. Make it a voting issue. But no, the Left insisted on raising this to the gravity of a constitutional crisis &amp; Impeachment. The hearings suggested it’s not going...",55990,13905,TRUE,,,['Daniel Henninger'],,,FALSE,0,
11/14/19 14:49,1.19E+18,“That hearing was about a policy dispute.” Robert Ray. “Regular people watching this cannot conclude that the President of the United States can be impeached.” @Varneyco,51143,11994,TRUE,,,['Varney & Co.'],,,FALSE,0,
11/14/19 14:37,1.19E+18,“Neither one of the Democrat star witnesses at the Impeachment hearings could point out an impeachable offense. That’s the result!” @Varneyco  @FoxBusiness,49358,12554,TRUE,,,"['Varney & Co.', 'FOX Business']",,,FALSE,0,
11/14/19 14:32,1.19E+18,Walmart announces great numbers. No impact from Tariffs (which are contributing $Billions to our Treasury). Inflation low (do you hear that Powell?)!,85060,19093,TRUE,,,,,,FALSE,0,
11/14/19 13:44,1.19E+18,"Hit New Stock Market record again yesterday, the 20th time this year, with GREAT potential for the future. USA is where the action is. Companies and jobs are coming back like never before!",98201,21845,TRUE,,,,,,FALSE,0,
11/14/19 11:54,1.19E+18,".@RepRatcliffe asked the two “star” witnesses, “where is the impeachable event in that call?” Both stared straight ahead with a blank look on their face, remained silent, &amp; were unable to answer the question. That would be the end of a case run by normal people! - but not Shifty!",89306,24718,TRUE,,,['John Ratcliffe'],,,FALSE,0,
11/14/19 3:47,1.19E+18,"Wow! Was just told that my son’s book, “Triggered,” is Number One on The New York Times Bestseller List. Congratulations Don!",164028,26834,TRUE,,,,,,FALSE,0,
11/14/19 3:32,1.19E+18,Thank you @FranklinGraham. It is a time of “shame” for our Country. The Democrats know what they are doing is wrong! ,54632,13893,TRUE,,,['franklingraham'],,,TRUE,0,
11/13/19 13:30,1.19E+18,READ THE TRANSCRIPT!,114126,23714,TRUE,,,,,,FALSE,0,
11/13/19 13:30,1.19E+18,NEVER TRUMPERS!,66163,12779,TRUE,,,,,,FALSE,0,
11/13/19 13:18,1.19E+18,"....any laws or did anything wrong, and they have to move away from quid pro quo because there was no quid, and there was no quo. Ukraine got it’s money (3 weeks early), and there was no investigation.” @CharlesHurt @foxandfriends",39924,10128,TRUE,,,"['Charlie Hurt', 'FOX & friends']",realDonaldTrump,1.19E+18,FALSE,1,['Ukraine']
11/13/19 13:18,1.19E+18,"...the most powerful tool the legislative branch has, Impeachment, &amp; they’ve turned it into a political cudgel, which is not at all what the Founders intended. When you hear Schiff use all these words like quid pro quo, it is because they can’t specify that Donald Trump broke..",40973,10347,TRUE,,,,realDonaldTrump,1.19E+18,FALSE,0,
11/13/19 13:18,1.19E+18,"“Nancy Pelosi cares more about power than she does about principle. She did not want to go down this road. She realizes this is a huge loser for Democrats. The Founders envisioned the worst people being in politics, yet they couldn’t envision this. You have these people taking...",60264,15802,TRUE,,,,,,FALSE,0,
11/13/19 12:11,1.19E+18,The Democrats have stacked the deck against President Trump and the Republicans. They have leaked out everything. @SteveDoocy @foxandfriends,53330,12890,TRUE,,,"['Steve Doocy', 'FOX & friends']",,,FALSE,0,
11/13/19 12:03,1.19E+18,"“Millions of Americans will see what a partisan sham this whole thing is.” Rush Limbaugh @foxandfriends  Also, why is corrupt politician Schiff allowed to hand over cross examination to a high priced outside lawyer. Did that lawyer ever work for me, which would be a conflict?",83016,20867,TRUE,,,['FOX & friends'],,,FALSE,0,
11/13/19 3:33,1.19E+18,"....to hurt Donald Trump and we, the people that support him. The Left has never accepted the results of the 2016 Election. They never saw this coming. This is not just about President Trump. They hate everyone he is representing.” @seanhannity @FoxNews  Sean the amazing warrior!",54621,13690,TRUE,,,"['Sean Hannity', 'Fox News']",realDonaldTrump,1.19E+18,FALSE,0,
11/13/19 3:33,1.19E+18,"....This is a phony showtrial. There is zero due process, none. It is yet another fraudulent hoax conspiracy theory. It is another Witch Hunt. This is what the Socialist Doemocrat Party has become. There’s not one thing the Democrats have done in the past 3 years except try...",53905,13518,TRUE,,,,realDonaldTrump,1.19E+18,FALSE,0,
11/13/19 3:33,1.19E+18,"“The circus is coming to town. The corrupt, compromised, coward &amp; congenital liar Adam Schiff Show on Capital Hill, brought to you by his raging psychotic Democrats &amp; the top allies in the Media Mob. Everything you’re going to see in the next two weeks is rigged.....",92228,24799,TRUE,,,,,,FALSE,0,
11/13/19 1:34,1.19E+18,"“This ridiculous Impeachment is a travesty, it’s not an inquiry. Just read the transcript.” @LouDobbs",85279,18456,TRUE,,,['Lou Dobbs'],,,FALSE,0,
11/13/19 0:43,1.19E+18,"DACA recipients with arrest records: 53,792! That is a very large proportion of the total. @LouDobbs  Not good, but we will be able to make a deal with the Dems!",64731,17416,TRUE,,,['Lou Dobbs'],,,FALSE,0,
11/12/19 15:41,1.19E+18,A total Impeachment Scam by the Do Nothing Democrats! ,70530,21693,TRUE,,,,,,TRUE,0,
11/12/19 11:45,1.19E+18,"Many of the people in DACA, no longer very young, are far from “angels.” Some are very tough, hardened criminals. President Obama said he had no legal right to sign order, but would anyway. If Supreme Court remedies with overturn, a deal will be made with Dems for them to stay!",82272,20874,TRUE,,,,,,FALSE,0,
11/12/19 11:32,1.19E+18,Economy is BOOMING. Seems set to have yet another record day!,113947,21631,TRUE,,,,,,FALSE,0,
11/12/19 11:31,1.19E+18,"I will be releasing the transcript of the first, and therefore more important, phone call with the Ukrainian President before week’s end!",95737,21185,TRUE,,,,,,FALSE,1,Ukraine
11/12/19 11:25,1.19E+18,"....Ukrainian energy company, and more millions taken from China, and now reports of other companies and countries also giving him big money, are certainly looking very corrupt (to put it mildly!) to me. Both Bidens should be forced to testify in this No Due Process Scam!",49589,12611,TRUE,,,,realDonaldTrump,1.19E+18,FALSE,1,"['Ukraine','China']"
11/12/19 11:25,1.19E+18,".....”no pressure” put on him to investigate Sleepy Joe Biden even though, as President, I have an “obligation” to look into corruption, and Biden’s actions, on tape, about firing the prosecutor, and his son’s taking millions of dollars, with no knowledge or talent, from a.....",47736,11649,TRUE,,,,realDonaldTrump,1.19E+18,FALSE,0,
11/12/19 11:25,1.19E+18,"Why is such a focus put on 2nd and 3rd hand witnesses, many of whom are Never Trumpers, or whose lawyers are Never Trumpers, when all you have to do is read the phone call (transcript) with the Ukrainian President and see first hand? He and others also stated that there was.....",66859,16873,TRUE,,,,,,FALSE,1,['Ukraine']
11/12/19 3:07,1.19E+18,A great try by @seanspicer. We are all proud of you!,65792,10941,TRUE,,,['Sean Spicer'],,,FALSE,0,
11/12/19 0:57,1.19E+18,"“This isn’t about Ukraine. This isn’t about Impeachment. This is about subverting Democracy!” @BillOReilly So true, and led by angry and dishonest people who hate themselves, and must hate our Country!",72526,20059,TRUE,,,"[""Bill O'Reilly""]",,,FALSE,1,['Ukraine']
11/11/19 23:58,1.19E+18,....want that to be an impeachable offense? Good luck with that!” @JesseBWatters @FoxNews,43037,10673,TRUE,,,"['Jesse Watters', 'Fox News']",realDonaldTrump,1.19E+18,FALSE,0,
11/11/19 23:58,1.19E+18,"“The President has until September 30th to give this aid to Ukraine. He gets it out on September 11th., 3 weeks before the deadline. So, we give our ally aid, and Joe Biden is not investigated. Remember that, they get the aid and we get nothing in return. The Democrats....",58363,15781,TRUE,,,,,,FALSE,1,['Ukraine']
11/11/19 23:42,1.19E+18,"Schiff and the Dems have created this whole thing, they reverse engineer it. They’ve been vowing to impeach for three years. Why should we listen to them? Why should we want to?”  @greggutfeld @FoxNews",63887,16818,TRUE,,,"['GregGutfeld', 'Fox News']",,,FALSE,0,
11/11/19 23:35,1.19E+18,"In order to continue being the most Transparent President in history, I will be releasing sometime this week the Transcript of the first, and therefore most important, phone call I had with the President of Ukraine. I am sure you will find it tantalizing!",130032,32497,TRUE,,,,,,FALSE,1,['Ukraine']
11/11/19 23:24,1.19E+18,"Just like Schiff fabricated my phone call, he will fabricate the transcripts that he is making and releasing!",81688,20246,TRUE,,,,,,FALSE,0,
11/11/19 23:18,1.19E+18,"Schiff is giving Republicans NO WITNESSES, NO LAWYER &amp; NO DUE PROCESS! It is a totally one sided Witch Hunt. This can’t be making the Democrats look good. Such a farce!",89428,24449,TRUE,,,,,,FALSE,0,
11/11/19 22:10,1.19E+18,Read the Transcript. It is PERFECT!,95920,18834,TRUE,,,,,,FALSE,0,
11/11/19 20:39,1.19E+18,To think I signed the Whistleblower Protection Act! ,53211,13366,TRUE,,,,,,TRUE,0,
11/11/19 20:26,1.19E+18,Where is the Whistleblower who gave so much false information? Must testify along with Schiff and others!,110025,24094,TRUE,,,,,,FALSE,0,
11/11/19 19:28,1.19E+18,"Today, we come together as one Nation to salute the Veterans of the United States Armed Forces – the greatest warriors ever to walk on the face of the Earth. Our Veterans risked everything for us. Now, it is our duty to serve and protect THEM every day of our lives! ",85282,22284,TRUE,video,,,,,FALSE,0,
11/11/19 14:25,1.19E+18,"“The Chinese say (about Trump’s Trade War &amp; Tariffs), ‘he brought us to the table.’ This is the most prosperous economy the world has ever seen, and it’s going to be a very prosperous economy.” Jamie Dimon on @60Minutes  Thank you President Trump &amp; the Republican Party!",52071,13710,TRUE,,,['60 Minutes'],,,FALSE,1,['China']
11/11/19 14:20,1.19E+18,"Shifty Adam Schiff will only release doctored transcripts. We haven’t even seen the documents and are restricted from (get this) having a lawyer. Republicans should put out their own transcripts! Schiff must testify as to why he MADE UP a statement from me, and read it to all!",93146,25540,TRUE,,,,,,FALSE,0,
11/11/19 14:12,1.19E+18,"The lawyer for the Whistleblower takes away all credibility from this big Impeachment Scam! It should be ended and the Whistleblower, his lawyer and Corrupt politician Schiff should be investigared for fraud!",73384,19463,TRUE,,,,,,FALSE,0,
11/11/19 14:09,1.19E+18,"So with one Rally by me at the end of the campaign, I lift the poll numbers of Kentucky Governor Matt Bevin by 19 points, he just misses, every other Republican in the Commonwealth wins big, and the Fake News blames me for a bad night! OK! By the way, Mississippi won everything!",62234,14792,TRUE,,,,,,FALSE,0,
11/11/19 14:00,1.19E+18,"Will be meeting with representatives of the Vaping industry, together with medical professionals and individual state representatives, to come up with an acceptable solution to the Vaping and E-cigarette dilemma. Children’s health &amp; safety, together with jobs, will be a focus!",62429,13423,TRUE,,,,,,FALSE,0,
11/11/19 13:42,1.19E+18,HAPPY VETERANS DAY!,169092,30621,TRUE,,,,,,FALSE,0,
11/11/19 2:25,1.19E+18,"A great new book just out, “The Plot Against the President. The True Story Of How Congressman Devin Nunes Uncovered the Biggest Political Scandal In U.S. History.” Shows very bad and corrupt people on the other side. Check it out! ",39675,12359,TRUE,photo,,,,,FALSE,0,
11/11/19 2:25,1.19E+18,"If Iran is able to turn over to the U.S. kidnapped former FBI Agent Robert A. Levinson, who has been missing in Iran for 12 years, it would be a very positive step. At the same time, upon information &amp; belief, Iran is, &amp; has been, enriching uranium. THAT WOULD BE A VERY BAD STEP!",74909,18725,TRUE,,,,,,FALSE,1,['Iran']
11/10/19 23:02,1.19E+18,".@NikkiHaley is out with a new book, “With All Due Respect” this week. Make sure you order your copy today, or stop by one of her book tour stops to get a copy and say hello. Good luck Nikki! ",54770,13056,TRUE,,,['Nikki Haley'],,,TRUE,0,
11/10/19 19:43,1.19E+18,"The call to the Ukrainian President was PERFECT. Read the Transcript! There was NOTHING said that was in any way wrong. Republicans, don’t be led into the fools trap of saying it was not perfect, but is not impeachable. No, it is much stronger than that. NOTHING WAS DONE WRONG!",97366,22788,TRUE,,,,,,FALSE,1,['Ukraine']
11/10/19 19:06,1.19E+18,"“There’s nothing there! I’m trying to let the House know that they’re dividing America for no good reason. We’ve got a lot of things we should be doing, like lowering drug costs &amp; getting a trade deal with Mexico and Canada.” @LindseyGrahamSC  The Do Nothing Dems have gone crazy!",73425,19745,TRUE,,,['Lindsey Graham'],,,FALSE,1,"['Mexico','Canada']"
11/10/19 18:58,1.19E+18,"Corrupt politician Adam Schiff wants people from the White House to testify in his and Pelosi’s disgraceful Witch Hunt, yet he will not allow a White House lawyer, nor will he allow ANY of our requested witnesses. This is a first in due process and Congressional history!",95368,27504,TRUE,,,,,,FALSE,0,
11/10/19 16:12,1.19E+18,ABC is as bad as the rest of them. Journalistic standards are nonexistent today. The press is so dishonest that we no longer have Freedom of the Press! ,95613,30486,TRUE,,,,,,TRUE,0,
11/10/19 3:59,1.19E+18,Make America Great Again! ,78106,21358,TRUE,,,,,,TRUE,0,
11/10/19 3:49,1.19E+18,Such an amazing game &amp; place! ,92793,19129,TRUE,,,,,,TRUE,0,
11/10/19 2:10,1.19E+18,“He is not a Whistleblower. He is a deepstater. Let the President do the job he was elected to do.” @JudgeJeanine,65875,16095,TRUE,,,['Jeanine Pirro'],,,FALSE,0,
11/10/19 1:56,1.19E+18,Such GREAT people! ,60621,12426,TRUE,,,,,,TRUE,0,
11/10/19 1:42,1.19E+18,Great! ,24793,6194,TRUE,,,,,,TRUE,0,
11/10/19 1:38,1.19E+18,Thank you Andrew. Meadow was watching and is so proud of her great father and family!,35878,6437,TRUE,,,,,,FALSE,0,
11/10/19 1:27,1.19E+18,Thank you Terrence! ,75240,18843,TRUE,,,,,,TRUE,0,
11/10/19 0:46,1.19E+18,But the Fake News will never show this. Thank you! ,46247,11364,TRUE,,,,,,TRUE,0,
11/10/19 0:40,1.19E+18,Thank you to LSU and Alabama for a great game!,156625,19257,TRUE,,,,,,FALSE,0,
11/10/19 0:34,1.19E+18,Totally! ,31431,7711,TRUE,,,,,,TRUE,0,
11/10/19 0:12,1.19E+18,A terrible lie. How can she do such a thing? ,47909,15300,TRUE,,,,,,TRUE,0,
11/10/19 0:02,1.19E+18,Thank you Lee and David! ,26964,6444,TRUE,,,,,,TRUE,0,
11/9/19 19:31,1.19E+18,95% Approval Rating in the Republican Party. Thank you! #MAGA #KAG2020,70478,14386,TRUE,,"['MAGA', 'KAG2020']",,,,FALSE,0,
11/9/19 19:25,1.19E+18,....Whatever happened to the so-called “informer” to Whistleblower #1? Seems to have disappeared after I released the Transcript of the call. Shouldn’t he be on the list to testify? Witch Hunt!,77082,18539,TRUE,,,,,,FALSE,0,
11/9/19 18:52,1.19E+18,"I recommend that Nervous Nancy Pelosi (who backed up Schiff’s lie), Shifty Adam Schiff, Sleepy Joe Biden, the Whistleblower (who miraculously disappeared after I released the transcript of the call), the 2nd Whistleblower (who also disappeared), &amp; the I.G., be part of the list!",93917,24979,TRUE,,,,,,FALSE,0,
11/9/19 17:49,1.19E+18,PRESIDENTIAL HARASSMENT!,125836,25367,TRUE,,,,,,FALSE,0,
