created_at,id,clean_text,favorite_count,retweet_count,original_tweet,tweet_media,hashtag_text,mention_names,in_reply_to_screen_name,in_reply_to_status_id,is_quote_status,is_diplomatic,entities_mentioned
11/15/19 17:15,1.20E+18,"Productive meeting with France’s Foreign Minister @JY_LeDrian on #counterterrorism, Transatlantic security, and critical regional issues. #France is an important D-ISIS @Coalition partner. We need to maintain strong @NATO unity to confront emerging threats as well. ",949,263,TRUE,photo,"['counterterrorism', 'France']","['Jean-Yves Le Drian', 'The Global Coalition', 'NATO']",,,FALSE,1,"['France','ISIS','NATO']"
11/15/19 0:30,1.20E+18,"The U.S. strongly supports @UN-led efforts toward a political solution under UNSCR 2254. At today's Small Group Meeting on #Syria, the U.S. &amp; partners called for an immediate nationwide ceasefire and for the Assad regime and Russia to stop targeting civilians in Idlib. ",1244,371,TRUE,photo,['Syria'],['United Nations'],,,FALSE,1,"['Syria','UN','Russia']"
11/14/19 22:57,1.20E+18,Today’s ministerial exemplifies the unity and common purpose of our @Coalition to ensure ISIS’s enduring defeat around the globe. The U.S. is proud to stand alongside our partners as we draw on all elements of national power to address this threat. #CoalitionProgress ,2233,616,TRUE,video,['CoalitionProgress'],['The Global Coalition'],,,FALSE,1,"['ISIS','Global Coalition']"
11/14/19 21:59,1.20E+18,Thanked @winstonpeters for #NewZealand’s contributions to the Global @Coalition to Defeat ISIS on the margins of the Coalition’s meetings at the @StateDept today. We will continue collaborating on this issue and many other shared challenges across the #IndoPacific and beyond. ,829,222,TRUE,photo,"['NewZealand', 'IndoPacific']","['Winston Peters', 'The Global Coalition', 'Department of State']",,,FALSE,1,"['New Zealand','ISIS','Global Coalition','Indo-Pacific']"
11/14/19 20:32,1.20E+18,Productive meeting with FM Faisal bin Farhan Al Saud today. I congratulated #SaudiArabia’s leadership for facilitating the #Riyadh Agreement to bring a political solution to the #Yemen conflict. We will continue to confront the Iranian regime’s destabilizing behavior together. ,1757,603,TRUE,photo,"['SaudiArabia', 'Riyadh', 'Yemen']",,,,FALSE,1,"['Saudia Arabia','Yemen','Iran']"
11/14/19 14:16,1.19E+18,"Glad to welcome our D-ISIS @Coalition partners to @StateDept to discuss our continued fight against ISIS. We will continue to work closely with our partners to maintain pressure on ISIS, destroy its remnants, and thwart its global ambitions.",2124,534,TRUE,,,"['The Global Coalition', 'Department of State']",,,FALSE,1,"['ISIS','Global Coalition']"
11/14/19 2:37,1.19E+18,"In the midst of this democratic transition, it is vital that all parties protect democracy and refrain from violence.",1682,328,TRUE,,,,SecPompeo,1.19E+18,FALSE,0,
11/14/19 2:37,1.19E+18,I applaud Bolivian Interim President Jeanine Anez for assuming this role at a time of great responsibility where there is a need to restore order and maintain civilian leadership in #Bolivia.,5531,1377,TRUE,,['Bolivia'],,,,FALSE,1,['Bolvia']
11/13/19 21:25,1.19E+18,A pleasure meeting Foreign Minister @JeppeKofod today. Glad the U.S. and #Denmark have long enjoyed a close &amp; mutually beneficial relationship that advances progress on our shared priorities. I look forward to working with the foreign minister to further enhance this cooperation. ,923,242,TRUE,photo,['Denmark'],['Jeppe Kofod'],,,FALSE,1,['Denmark']
11/13/19 20:17,1.19E+18,"The CJEU’s decision yesterday serves only to encourage, facilitate, and promote BDS against Israel. The United States unequivocally opposes any effort to engage in BDS. The path toward resolving the Israeli-Palestinian conflict is through direct negotiations.",1484,371,TRUE,,,,,,FALSE,1,"['Israel','Palestine']"
11/13/19 19:26,1.19E+18,Enjoyed meeting with Foreign Minister Mohammed bin Abdulrahman bin Jassim Al Thani of #Qatar yesterday. I'm grateful for Qatar’s partnership with the United States and look forward to our continued cooperation to counter instability in the region. ,970,270,TRUE,photo,['Qatar'],,,,FALSE,1,['Qatar']
11/13/19 18:21,1.19E+18,"Honored to recognize @StateDept team members today for their work &amp; contributions to our mission, and to announce the new “One Team Award” to acknowledge those who embody the principles of our Professional Ethos, which unite us as #OneTeamOneMission.  ",719,222,TRUE,photo,['OneTeamOneMission'],['Department of State'],,,FALSE,0,
11/13/19 16:34,1.19E+18,Congratulations to @MauritiusPM Pravind Jugnauth on your election. We look forward to continuing to work together to improve maritime security and increase our bilateral trade.,866,214,TRUE,,,['PM Pravind Jugnauth'],,,FALSE,1,['Mauritius']
11/13/19 15:30,1.19E+18,The failure of President Salva Kiir &amp; Dr. Riek Machar to form a unity government in South Sudan by November 12 calls into question their suitability to continue to lead the nation. The U.S. will reevaluate its relationship with the Government of South Sudan &amp; work to take action.,1876,507,TRUE,,,,,,FALSE,1,['South Sudan']
11/13/19 14:46,1.19E+18,"Spoke with @NorwayMFA Foreign Minister #EriksenSoreide about the upcoming @NATO Leaders Meeting. Grateful for #Norway's partnership on international defense cooperation and global security issues, &amp; look forward to our continued cooperation.",831,211,TRUE,,"['EriksenSoreide', 'Norway']","['Norway MFA', 'NATO']",,,FALSE,1,"['Norway','NATO']"
11/12/19 18:17,1.19E+18,"Spoke with Iraqi Prime Minister @AdilAbdAlMahdi by phone today. I called on him to protect the protesters and to address their legitimate grievances. The United States is committed to a strong, sovereign, and prosperous #Iraq for all Iraqis.",3111,734,TRUE,,['Iraq'],['عادل عبدالمهدي'],,,FALSE,1,['Iraq']
11/12/19 17:39,1.19E+18,We’re fortunate that thousands of veterans have chosen to continue their public service here @StateDept with us. They provide invaluable expertise and enrich the Department with their esprit de corps and strong core values. Proud to honor them at our annual Roll Call. ,1552,352,TRUE,photo,,['Department of State'],,,FALSE,0,
11/11/19 21:43,1.19E+18,"Honored to spend #VeteransDay at @Citadel1842, one of America’s great military colleges. Great to share lessons in courage &amp; leadership that my military service taught me &amp; spend time with some of our nation’s future guardians of freedom who will serve in the U.S. armed forces. ",1661,417,TRUE,photo,['VeteransDay'],['The Citadel'],,,FALSE,0,
11/11/19 21:17,1.19E+18,I spent the day with the great young people at @Citadel1842. Thank you! #OurMightyCitadel #HonorDutyRespect ,688,155,TRUE,photo,"['OurMightyCitadel', 'HonorDutyRespect']",['The Citadel'],SecPompeo,1.19E+18,FALSE,0,
11/11/19 21:17,1.19E+18,"I'm eternally grateful to my fellow veterans for their service and sacrifice on behalf of our nation. This #VeteransDay we honor your service, and we thank the many who continue to serve. Your heroism and sacrifice represent the very best of America. ",2245,529,TRUE,photo,['VeteransDay'],,,,FALSE,0,
11/11/19 20:49,1.19E+18,"While revisionist powers actively promote their authoritarian models around the world, we are pushing back in favor of American values. We must defend those values with courage and determination. @Citadel1842 believes in fighting for these ideals. Thank you for having me! ",1192,309,TRUE,photo,,['The Citadel'],,,FALSE,0,
11/11/19 13:22,1.19E+18,".@HassanRouhani’s best pitch for IRAN staying in the disastrous Iran deal is that it lets the Islamic kleptocrats that lead that country buy and sell drones, missiles, tanks, jets, and more. He will get his wish, unless UNSC extends the arms embargo before it expires 10/18/20.",3344,928,TRUE,,,['Hassan Rouhani'],,,FALSE,1,['Iran']
11/10/19 18:44,1.19E+18,Fully support the findings of the @OAS_official report recommending new elections in #Bolivia to ensure a truly democratic process representative of the people’s will. The credibility of the electoral system must be restored.,3964,1123,TRUE,,['Bolivia'],['OAS'],,,FALSE,1,['Bolivia']
11/10/19 13:50,1.19E+18,We couldn't do the work of diplomacy without our brothers and sisters in the @USMC standing watch at our diplomatic missions day and night. Marines have supported U.S. diplomacy since the founding of our nation; ours is an inseparable partnership. #HappyBirthdayMarines! ,4145,1083,TRUE,photo,['HappyBirthdayMarines'],['U.S. Marines'],,,FALSE,0,
11/10/19 1:12,1.19E+18,Excited to congratulate #Poland on its entry into the Visa Waiver Program on November 11. This is a joint U.S.-Poland success and a testament to our strong and enduring partnership.,5258,1228,TRUE,,['Poland'],,,,FALSE,1,['Poland']
11/9/19 18:41,1.19E+18,Had a great visit to Berlin. Thanks to Ambassador Grenell and the @usbotschaft team for their work advancing U.S. interests and strengthening our relationship with #Germany. ,2996,723,TRUE,video,['Germany'],['US-Botschaft Berlin'],,,FALSE,1,['Germany']
11/9/19 13:35,1.19E+18,@SecPompeo: Today’s 30th Anniversary of the #FalloftheWall evokes powerful memories of my time as a young commander patrolling the then-East Germany-West Germany boundary. Amazed at how far we have come since then. ,3444,997,TRUE,video,['FalloftheWall'],['Secretary Pompeo'],SecPompeo,,FALSE,1,['Germany']
11/9/19 2:50,1.19E+18,The U.S. is alarmed that @IAEAorg detected potential undeclared nuclear material in Iran &amp; that the regime detained an #IAEA inspector--an outrageous act of intimidation. Iran must cooperate fully with IAEA. Continued acts of nuclear extortion will lead to further isolation.,4229,1443,TRUE,,['IAEA'],['International Atomic Energy Agency'],,,FALSE,1,"['Iran','IAEA']"
11/9/19 2:20,1.19E+18,"Today, Angela Merkel &amp; I reflected on U.S.-German efforts to bring Eastern &amp; Central Europe out from behind the iron curtain &amp; expand freedom in Europe. This partnership continues to reflect our shared democratic values as we address today’s challenges. We are #WunderbarTogether. ",1381,355,TRUE,photo,['WunderbarTogether'],,,,FALSE,1,"['Germany','Central Europe']"
11/9/19 1:49,1.19E+18,"Good meeting with @akk today in Berlin. We share many of the same security priorities with our German partners, including peace in Syria and Ukraine, and cooperating to counter threats from China, Russia, and Iran. Working together, we can more effectively face these challenges. ",1065,282,TRUE,photo,,['A. Kramp-Karrenbauer'],,,FALSE,1,"['Germany','Syria','Ukraine','China','Russia','Iran']"
11/9/19 1:14,1.19E+18,Ronald Reagan’s famous 1987 call to Mr. Gorbachev to “tear down this Wall” has gone down in history as a shining example of a cry against tyranny &amp; division. Glad to join @usbotschaft in honoring his legacy today. He will always be remembered as a hero in U.S.-#German relations. ,1572,457,TRUE,photo,['German'],['US-Botschaft Berlin'],,,FALSE,1,"['Germany','Russia']"
11/9/19 0:47,1.19E+18,"Important meeting in Berlin with @OlafScholz today on U.S. shared global priorities with Germany, including Ukraine’s peace and territorial integrity, and countering malign influence in Europe. We look forward to working together to achieve these goals. ",688,193,TRUE,photo,,['Olaf Scholz'],,,FALSE,1,"['Germany','Ukraine','Europe']"
11/9/19 0:09,1.19E+18,We are honored to have joined our friends Brazil and Israel in standing up for the human rights of the Cuban people. #Cuba’s potential won’t be realized until the Castro regime stops mismanaging the economy and repressing the Cuban people.,1815,440,TRUE,,['Cuba'],,SecPompeo,1.19E+18,FALSE,1,"['Brazil','Israel','Cuba']"
11/9/19 0:09,1.19E+18,"Yesterday’s @UN vote was a distraction and, frankly, sad. It hurts the proud Cuban people.",1603,360,TRUE,,,['United Nations'],,,FALSE,1,"['UN','Cuba']"
11/8/19 18:36,1.19E+18,"Humbled to stand in the Neue Synagogue in what was once East Berlin, on the eve of the 81st anniversary of Pogromnacht, when the synagogue was desecrated. We must acknowledge painful histories so we can ensure that they never happen again. #NeverAgain ",1264,374,TRUE,photo,['NeverAgain'],,,,FALSE,1,['Germany']
11/8/19 18:09,1.19E+18,"In the last 48 hrs, the Assad regime, w/ Russian support, unleashed airstrikes that hit a school, hospital, &amp; homes, killing 12 &amp; injuring nearly 40. Repulsive. #Russia &amp; the Assad regime must resolve this through the @UN-facilitated process &amp; stop waging war in civilian areas.",4905,1763,TRUE,,['Russia'],['United Nations'],,,FALSE,1,"['Syria','UN','Russia']"
11/8/19 17:35,1.19E+18,"The Ortega regime must cease its repression &amp; #Nicaragua must hold accountable those who blatantly disregard #humanrights. Until then, we will use all economic &amp; diplomatic tools to hold them to account, as we demonstrated with Nov 7 sanctions on three more regime officials.",2563,722,TRUE,,"['Nicaragua', 'humanrights']",,,,FALSE,1,['Nicaragua']
11/8/19 17:05,1.19E+18,Glad to have had the honor of meeting &amp; thanking our brave @USArmyEurope troops and visiting historical sites in Moedlareuth and Leipzig. It was a privilege to go back to where I once served during a pivotal time in history. I'm extremely proud of how far we've come. ,2569,678,TRUE,video,,['US Army Europe'],,,FALSE,1,"['Germany','Europe']"
11/8/19 16:33,1.19E+18,My German counterpart @HeikoMaas and I visited historical sites in Leipzig and along the former no-man’s land between West and East Germany. This was a reminder of the country’s division under Communism and freedom’s triumphant victory in #1989. Our shared values unite us. ,1119,308,TRUE,photo,,['Heiko Maas 🇪🇺'],,,FALSE,1,['Germany']
11/8/19 13:22,1.19E+18,"Thanks to Koerber Stiftung for the opportunity to speak on our strong U.S.-#Germany partnership. We’re building a better future for both our countries built on our shared democratic values, commitment to safeguarding #HumanRights, &amp; mutual desire to address global challenges. ",1398,368,TRUE,photo,"['Germany', 'HumanRights']",,,,FALSE,1,['Germany']
11/7/19 22:56,1.19E+18,"I visited the Halle synagogue today to show solidarity with the Jewish community and to mourn the victims of the recent attacks here. We must resolutely fight anti-Semitism, wherever it rears its ugly head. #Hallezusammen ",2000,480,TRUE,photo,['Hallezusammen'],,,,FALSE,1,['Germany']
11/7/19 20:04,1.19E+18,"Today I met some of the brave Leipzigers who peacefully protested against Communist rule on October 9, 1989. They came from all walks of life, brought together by their dedication to democracy and freedom. Their courage is an example to us all. ",1441,366,TRUE,photo,,,,,FALSE,1,['Germany']
11/7/19 19:16,1.19E+18,The #USNSComfort has arrived to provide much-needed medical services in Haiti. We call on all of Haiti's leaders to come together to solve the ongoing political &amp; economic gridlock through dialogue &amp; institutions. We stand with all Haitians who peacefully call for accountability. ,1590,489,TRUE,photo,['USNSComfort'],,,,FALSE,1,['Haiti']
11/7/19 17:45,1.19E+18,"Took a walk down memory lane with my fellow Cold War era @USArmyEurope vets and our German counterparts. Here in Moedlareuth, the impact of our role in helping achieve a unified Germany is evident. What a day! ",1060,273,TRUE,photo,,['US Army Europe'],,,FALSE,1,['Germany']
11/7/19 15:04,1.19E+18,"Inspired to be in Moedlareuth, or “Little Berlin,” a town divided by a wall that straddled East and West during the Cold War. Thirty years ago, I served here alongside my German friends. Today, I spoke with students representing a unified #Germany; I am confident in their future. ",1126,281,TRUE,photo,['Germany'],,,,FALSE,1,['Germany']
11/7/19 14:15,1.19E+18,Welcomed the chance to see the contributions of @2dcavalryregt at the Reed Museum &amp; was humbled to be inducted as an Honorary Member of the Honorary Squadron of the Second Dragoons. The 2nd Cavalry is #AlwaysReady. We can better plan for the future when we understand our past. ,1297,346,TRUE,photo,['AlwaysReady'],['2d Cavalry Regiment'],,,FALSE,0,
11/7/19 13:11,1.19E+18,"While on the road, I always make it a priority to meet the courageous men and women of the U.S. Armed Services. Forever grateful to our @USArmyEurope troops for working closely with their German counterparts and our #Allies and #Partners to maintain a #StrongEurope. ",1991,468,TRUE,photo,"['Allies', 'Partners', 'StrongEurope']",['US Army Europe'],,,FALSE,1,"['Germany,'Europe']"
11/7/19 12:19,1.19E+18,Iran’s plans to increase its nuclear activity at Fordow raise concerns that Iran is positioning itself for a rapid nuclear breakout. It is now time for all nations to reject its nuclear extortion and increase pressure.,9462,3142,TRUE,,,,,,FALSE,1,['Iran']
11/6/19 20:38,1.19E+18,We applaud the courage &amp; honor the sacrifices of the French troops under @Florence_Parly's leadership who carried out a successful military operation that killed terrorist leader Ali Maychou. We must continue to work together to seek out &amp; destroy terrorists wherever they may be.,2593,624,TRUE,,,['Florence Parly'],,,FALSE,1,['France']
11/6/19 18:25,1.19E+18,"Good call today with South African Foreign Minister @NalediPandor. South Africa is an important partner, and we are committed to advancing common goals, including economic prosperity and ensuring the sustainability of successful U.S.-supported HIV/AIDS programs.",1890,443,TRUE,,,,,,FALSE,1,['South Africa']
11/6/19 16:32,1.19E+18,"The parties put the Yemeni people first, setting an important example for compromise to end the conflict and to achieve the peace and stability that the people of #Yemen deserve.",1123,319,TRUE,,['Yemen'],,SecPompeo,1.19E+18,FALSE,1,['Yemen']
11/6/19 16:32,1.19E+18,We welcome the signing of the #Riyadh Agreement between the Republic of Yemen Government and the Southern Transitional Council. We thank Crown Prince Mohammed Bin Salman &amp; the Saudi government for facilitating this agreement.,2657,948,TRUE,,['Riyadh'],,,,FALSE,1,"['Yemen','Saudi Arabia']"
11/6/19 15:03,1.19E+18,"Yesterday, I announced we have renamed the U.S. Diplomacy Center to the National Museum of American Diplomacy. The @NMADMuseum is the nation’s first and foremost museum dedicated to telling the story of American diplomacy, and I'm proud of its dedication to this mission. ",1070,256,TRUE,photo,,['National Museum of American Diplomacy'],,,FALSE,0,
11/6/19 14:58,1.19E+18,"Honored to join former Secretary of State James A. Baker, III, @GermanAmbUSA Emily Haber, and the Diplomacy Center Foundation at the @NMADmuseum to commemorate the 30th anniversary of one of the 20th century’s most iconic moments – the fall of the Berlin Wall. ",788,210,TRUE,photo,,"['Emily Haber', 'National Museum of American Diplomacy']",,,FALSE,1,['Germany']
11/6/19 14:20,1.19E+18,"Heading to #Germany, one of America’s most trusted friends, an important ally, and a close partner in our engagement with Europe and the world. Looking forward to constructive conversations on how we can work together to address many critical global issues.",4570,1048,TRUE,,['Germany'],,,,FALSE,1,"['Germany','Europe']"
11/6/19 12:22,1.19E+18,"Met with #SaudiArabia’s Minister @AdelAljubeir to discuss bilateral &amp; regional cooperation. Grateful for Saudi Arabia’s help facilitating agreement between the Republic of Yemen Government &amp; the Southern Transitional Council, an important step toward a political solution. ",1600,451,TRUE,photo,['SaudiArabia'],['Adel Aljubeir                       عادل الجبير'],,,FALSE,1,"['Yemen','Saudi Arabia']"
11/5/19 22:26,1.19E+18,"The Iraqi and Lebanese people want their countries back. They are discovering that the Iranian regime’s top export is corruption, badly disguised as revolution. Iraq and Lebanon deserve to set their own courses free from @khamenei_ir's meddling.",10298,3478,TRUE,,,['Khamenei.ir'],,,FALSE,1,"['Iraq','Lebanon','Iran']"
11/5/19 18:42,1.19E+18,In August @RealDonaldTrump signed an Executive Order blocking property &amp; interests in property of the illegitimate Maduro regime. Today we identified 5 Maduro-aligned officials under this E.O. to help hold them accountable and bolster actions already taken by #Canada &amp; the #EU.,6804,2386,TRUE,,"['Canada', 'EU']",['Donald J. Trump'],,,FALSE,1,"['Venezuela','Canada','EU']"
11/5/19 18:27,1.19E+18,Good to meet with @kbmalattiya of #Qatar today and thank him for Qatar’s partnership. A united @GCC is critical in standing against the Iranian regime’s destabilizing behavior.,1048,267,TRUE,,['Qatar'],"['Khalid M Al-Attiya', 'Secretariat General of Gulf Cooperation Council']",,,FALSE,1,"['Qatar','Iran']"
11/5/19 15:37,1.19E+18,"Troubled by reports of family members of Uighur activists being targeted by Chinese authorities. Sad to hear of the death of Zumrat Dawut's father who was recently detained and interrogated. Zumrat, thanks for sharing your story with the world and my sincere condolences.",4984,1723,TRUE,,,,,,FALSE,1,['China']
11/4/19 22:14,1.19E+18,Delighted to meet with @the_IDB President @MorenoBID today and appreciated our conversation on ways to improve lives in Latin America and the Caribbean.,984,185,TRUE,,,"['Inter-American Development Bank', 'Luis Alberto Moreno']",,,FALSE,1,"['Latin America','Caribbean']"
11/4/19 21:41,1.19E+18,"The @realDonaldTump Administration has made clear: the regime in Iran must release all missing and detained Americans, including @HelpBobLevinson, @FreeXiyueWang, @FreeTheNamazis, and others. We will not rest until they are reunited with their families.",1876,546,TRUE,,,"['Donald J. Trump', 'Help Bob Levinson', 'Free Xiyue Wang', 'FreeTheNamazis']",SecPompeo,1.19E+18,FALSE,1,['Iran']
11/4/19 21:41,1.19E+18,Today is the 40th anniversary of the U.S. Embassy takeover in Tehran. I was honored to host an event with former U.S. hostages &amp; their families. The courage shown by these patriots stands in stark contrast to the Iranian regime’s cowardly legacy of using innocent people as pawns.,3937,1103,TRUE,,,,,,FALSE,1,['Iran']
11/4/19 21:07,1.19E+18,I spoke with Foreign Minister Faisal bin Farhan Al Saud to congratulate him on his appointment as #Saudi Arabia’s new foreign minister today. I look forward to working with the Foreign Minister to continue building upon the strong U.S.-Saudi partnership.,2002,620,TRUE,,['Saudi'],,,,FALSE,1,['Saudi Arabia']
11/4/19 20:41,1.19E+18,"Today we begin the formal process of withdrawing from the Paris Agreement. The U.S. is proud of our record as a world leader in reducing all emissions, fostering resilience, growing our economy, and ensuring energy for our citizens. Ours is a realistic and pragmatic model.",41238,13171,TRUE,,,,,,FALSE,1,['Paris Climate Agreement']
11/4/19 19:27,1.19E+18,"I commend @nayibbukele for recognizing @JGuaido as the constitutional interim President of Venezuela. Thanks to you, #ElSalvador is now the 57th country to stand with the people of #Venezuela, who struggle to break free from Maduro’s tyranny &amp; corruption. #EstamosUnidosVE",4600,1373,TRUE,,"['ElSalvador', 'Venezuela', 'EstamosUnidosVE']","['Nayib Bukele', 'Juan Guaidó']",,,FALSE,1,['Venezuela']
11/4/19 15:00,1.19E+18,ASEAN is central to our vision of a free and open #IndoPacific region. Glad to see @realDonaldTrump’s Special Envoy Ambassador Robert C. O’Brien leading our delegation at the U.S.-#ASEAN Leaders' Summit and East Asia Summit today and reaffirming our enduring commitment to ASEAN.,1391,347,TRUE,,"['IndoPacific', 'ASEAN']",['Donald J. Trump'],,,FALSE,1,['ASEAN']
11/4/19 14:30,1.19E+18,Good to see @SecretaryRoss at the #IndoPacificBizForum ensuring our work in the region is shaped by our values &amp; strengthens cooperation with the dynamic U.S. private sector. U.S. business engagement is central to @realDonaldTrump's strategy to advance a free &amp; open #IndoPacific.,2363,610,TRUE,,"['IndoPacificBizForum', 'IndoPacific']","['Sec. Wilbur Ross', 'Donald J. Trump']",,,FALSE,1,['Indo-Pacific']
11/2/19 22:40,1.19E+18,"At the core of the Trump Administration’s foreign policy is a commitment to make decisions based on reality, not wishes, and to drive outcomes based on facts. The Presidential Determination on Refugee Admissions for Fiscal Year 2020 does that. ",6045,2045,TRUE,,,,,,FALSE,0,
11/2/19 15:04,1.19E+18,You're right. Xiyue Wang and all U.S. and other nationals unlawfully detained by the regime in Iran and elsewhere must be released now. ,3444,962,TRUE,,,,,,TRUE,1,['Iran']
11/1/19 22:08,1.19E+18,The gains are evident in @StateDeptCT's 2018 Country Reports on Terrorism. The Global @Coalition to Defeat ISIS played a critical role in defeating ISIS in #Iraq &amp; #Syria. We'll continue to work with our partners to ensure the defeat of this evil is permanent. ,1448,407,TRUE,,"['Iraq', 'Syria']","['State Dept CT Bureau', 'The Global Coalition']",,,TRUE,1,"['Global Coalition','ISIS','Iraq','Syria']"
11/1/19 21:03,1.19E+18,"Today, the Commission on Unalienable Rights continued its mission to ground #HumanRights in our founding principles, and heard from experts Cass Sunstein and Orlando Patterson. We are committed to championing respect for universal, unalienable human rights and human dignity.",2282,551,TRUE,,['HumanRights'],,,,FALSE,0,
